Sales_ID,Name,Year,Selling_Price,km_Driven,City_Code,State_Code,Postal_Code,Fuel,Seller_Type,Transmission,Owner,Mileage,Engine,Max_Power,Seats,City_Name,State_Code_city,City_Code_postal,Region_Code,Region,State_Name,Sold
1339,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,429000,49102,CT14,ST07,395007,Petrol,Dealer,Manual,Second Owner,18.88 kmpl,999 CC,123.37 bhp,5,Surat,ST07,CT14,R3,West,Gujarat,Y
1340,Hyundai Santro Xing GLS,2010,150000,60000,CT29,ST24,632001,Petrol,Individual,Manual,Third Owner,17.92 kmpl,1086 CC,62.1 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,Y
1342,Chevrolet Beat Diesel LT,2012,170000,90000,CT06,ST22,302029,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,5,Jaipur,ST22,CT06,R5,North,Rajasthan,Y
1343,Honda Brio Exclusive Edition,2014,335000,33033,CT19,ST12,570004,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5,Mysore,ST12,CT19,R4,South,Karnataka,Y
1344,Hyundai Grand i10 AT Asta,2015,465000,63063,CT13,ST04,800002,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,5,Patna,ST04,CT13,R2,East,Bihar,Y
1345,Renault Duster 110PS Diesel RxL,2013,360000,81000,CT02,ST15,411043,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,Y
1346,Hyundai Xcent 1.2 CRDi SX,2018,570000,80000,CT29,ST24,632001,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,Y
1347,Renault Duster 110PS Diesel RxZ,2012,350000,105000,CT04,ST24,641001,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,5,Coimbatore,ST24,CT04,R4,South,Tamil Nadu,Y
1349,Maruti Ertiga BSIV VXI,2017,700000,227000,CT19,ST12,570004,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 CC,91.1 bhp,7,Mysore,ST12,CT19,R4,South,Karnataka,Y
1350,Renault Duster 110PS Diesel RxZ,2012,375000,100000,CT24,ST13,680001,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,5,Thrissur,ST13,CT24,R4,South,Kerala,Y
1351,Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,60000,CT21,ST27,248001,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,5,Dehradun,ST27,CT21,R1,Central,Uttarakhand,Y
1352,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,70000,CT20,ST28,208002,Diesel,Individual,Manual,Third Owner,21.9 kmpl,1396 CC,88.76 bhp,5,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,Y
1353,Volkswagen Vento Diesel Comfortline,2011,260000,120000,CT28,ST11,834001,Diesel,Individual,Manual,Third Owner,20.54 kmpl,1598 CC,103.6 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,Y
1354,Maruti Alto LXi BSIII,2009,130000,80000,CT12,ST28,201301,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5,Noida,ST28,CT12,R1,Central,Uttar Pradesh,Y
1355,Tata New Safari DICOR 2.2 EX 4x2,2008,150000,120000,CT01,ST15,400001,Diesel,Individual,Manual,Fourth & Above Owner,11.57 kmpl,2179 CC,138.1 bhp,7,Mumbai,ST15,CT01,R3,West,Maharashtra,Y
1356,Hyundai Santro Xing GLS,2014,220000,40000,CT12,ST28,201301,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,5,Noida,ST28,CT12,R1,Central,Uttar Pradesh,Y
1357,Hyundai i10 Magna 1.2 iTech SE,2014,275000,53000,CT23,ST12,574142,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,Y
1358,Maruti Swift LDI Optional,2017,455000,60000,CT03,ST24,600017,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,Y
1359,Hyundai i20 1.2 Magna Executive,2017,570000,30000,CT02,ST15,411043,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,Y
1360,Volkswagen Vento Diesel Highline,2013,330000,100000,CT03,ST24,600017,Diesel,Individual,Manual,Third Owner,20.54 kmpl,1598 CC,103.6 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,Y
1361,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1576000,70000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,7,Patna,ST04,CT13,R2,East,Bihar,Y
1362,Maruti Ertiga ZDI,2012,450000,98000,CT05,ST25,500020,Diesel,Individual,Manual,Fourth & Above Owner,20.77 kmpl,1248 CC,88.8 bhp,7,Hyderabad,ST25,CT05,R4,South,Telangana,Y
1363,Hyundai EON Magna Plus,2014,250000,60000,CT14,ST07,395007,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5,Surat,ST07,CT14,R3,West,Gujarat,Y
1364,Hyundai i10 Sportz,2010,165000,80000,CT28,ST11,834001,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,Y
1365,Mahindra Ssangyong Rexton RX7,2013,800000,117000,CT24,ST13,680001,Diesel,Dealer,Automatic,First Owner,11.18 kmpl,2696 CC,184 bhp,7,Thrissur,ST13,CT24,R4,South,Kerala,Y
1366,Honda Jazz 1.2 V i VTEC,2018,680000,8576,CT13,ST04,800002,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,5,Patna,ST04,CT13,R2,East,Bihar,Y
1367,Tata Tigor 1.2 Revotron XZA,2017,525000,19723,CT01,ST15,400001,Petrol,Dealer,Automatic,First Owner,20.3 kmpl,1199 CC,84 bhp,5,Mumbai,ST15,CT01,R3,West,Maharashtra,Y
1368,Honda City 1.5 V MT Sunroof,2016,825000,21446,CT07,ST13,682001,Petrol,Dealer,Manual,First Owner,16.8 kmpl,1497 CC,116.3 bhp,5,Kochi,ST13,CT07,R4,South,Kerala,Y
1369,Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,2017,750000,52289,CT04,ST24,641001,Diesel,Dealer,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,5,Coimbatore,ST24,CT04,R4,South,Tamil Nadu,Y
1370,Mahindra Scorpio S4 Plus,2017,950000,52236,CT06,ST22,302029,Diesel,Dealer,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,7,Jaipur,ST22,CT06,R5,North,Rajasthan,Y
1371,Mahindra Scorpio S4 Plus 4WD,2017,950000,54470,CT16,ST23,737101,Diesel,Dealer,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,7,Gangtok,ST23,CT16,R6,North East,Sikkim,Y
1372,Hyundai i20 1.4 CRDi Magna,2017,675000,25471,CT22,ST14,452003,Diesel,Dealer,Manual,First Owner,21.9 kmpl,1396 CC,90 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,Y
1373,Tata Tiago XT,2019,490000,33928,CT24,ST13,680001,Petrol,Dealer,Manual,First Owner,23.84 kmpl,1199 CC,84.48 bhp,5,Thrissur,ST13,CT24,R4,South,Kerala,Y
1374,Mahindra TUV 300 T4 Plus,2018,775000,59736,CT08,ST29,700053,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7,Kolkata,ST29,CT08,R2,East,West Bengal,Y
1375,Honda City 1.5 V MT,2009,350000,54290,CT23,ST12,574142,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,Y
1376,Honda Brio S MT,2016,475000,2118,CT12,ST28,201301,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5,Noida,ST28,CT12,R1,Central,Uttar Pradesh,Y
1377,Mahindra Scorpio S4 7 Seater,2017,950000,61379,CT20,ST28,208002,Diesel,Dealer,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,7,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,Y
1378,Honda City i-VTEC S,2010,350000,58544,CT25,ST01,524225,Petrol,Dealer,Manual,Second Owner,17.4 kmpl,1497 CC,117.3 bhp,5,Nellore,ST01,CT25,R4,South,Andhra Pradesh,Y
1379,Maruti Wagon R VXI,2016,400000,74381,CT02,ST15,411043,Petrol,Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,Y
1380,Maruti 800 DX 5 Speed,2001,75000,35000,CT15,ST20,751022,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,4,Bhubaneshwar,ST20,CT15,R2,East,Odisha,Y
1381,Ford Ecosport 1.5 DV5 MT Titanium,2017,850000,63982,CT09,ST34,110029,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 CC,89.84 bhp,5,Delhi,ST34,CT09,R5,North,Delhi,Y
1382,Maruti Wagon R VXI,2008,175000,65000,CT11,ST07,380052,Petrol,Dealer,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,Y
1383,Mahindra Bolero 2011-2019 SLE,2014,570000,74000,CT05,ST25,500020,Diesel,Dealer,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7,Hyderabad,ST25,CT05,R4,South,Telangana,Y
1384,Renault Duster 110PS Diesel RxZ,2013,525000,56429,CT27,ST11,831001,Diesel,Dealer,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,Y
1385,Hyundai i10 Magna 1.2 iTech SE,2012,270000,56000,CT17,ST07,391510,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5,Vadodara,ST07,CT17,R3,West,Gujarat,Y
1386,Hyundai Santro Magna,2019,434999,19500,CT16,ST23,737101,Petrol,Dealer,Manual,First Owner,20.3 kmpl,1086 CC,68.07 bhp,5,Gangtok,ST23,CT16,R6,North East,Sikkim,Y
1387,Hyundai i20 Asta Option 1.2,2015,495000,30000,CT17,ST07,391510,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5,Vadodara,ST07,CT17,R3,West,Gujarat,Y
1388,Hyundai i20 Asta Option 1.4 CRDi,2016,575000,53000,CT29,ST24,632001,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,Y
1389,Hyundai Xcent 1.2 VTVT S,2017,600000,5000,CT11,ST07,380052,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,Y
1390,Hyundai Verna 1.6 VTVT S Option,2015,700000,25000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.4 bhp,5,Ludhiana,ST21,CT18,R5,North,Punjab,Y
1391,Honda City i DTec V,2014,560000,72000,CT06,ST22,302029,Diesel,Dealer,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,5,Jaipur,ST22,CT06,R5,North,Rajasthan,Y
1393,Mahindra Bolero DI AC BSIII,2005,250000,80000,CT05,ST25,500020,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,7,Hyderabad,ST25,CT05,R4,South,Telangana,Y
1394,Skoda Rapid 1.6 MPI Ambition Plus,2013,409999,29000,CT23,ST12,574142,Petrol,Individual,Manual,Second Owner,15.0 kmpl,1598 CC,103.5 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,Y
1395,Nissan Terrano XL D Option,2016,495000,56832,CT12,ST28,201301,Diesel,Dealer,Manual,First Owner,19.87 kmpl,1461 CC,83.14 bhp,5,Noida,ST28,CT12,R1,Central,Uttar Pradesh,Y
1396,Hyundai Elite i20 Petrol Asta,2014,470000,30528,CT03,ST24,600017,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,Y
1397,Honda Amaze S Diesel,2013,350000,65285,CT26,ST15,431001,Diesel,Dealer,Manual,First Owner,24.7 kmpl,1498 CC,98.63 bhp,5,Aurangabad,ST15,CT26,R3,West,Maharashtra,Y
1398,Toyota Innova Crysta 2.4 G MT 8 STR,2020,1560000,20102,CT09,ST34,110029,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.51 bhp,8,Delhi,ST34,CT09,R5,North,Delhi,Y
1399,Honda Jazz 1.2 S i VTEC,2015,480000,43000,CT03,ST24,600017,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,Y
1400,Toyota Etios Liva 1.4 GD,2013,270000,52380,CT19,ST12,570004,Diesel,Dealer,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,5,Mysore,ST12,CT19,R4,South,Karnataka,Y
1401,Mahindra Bolero B2,2018,660000,74250,CT18,ST21,141003,Diesel,Dealer,Manual,First Owner,21.0 kmpl,1498 CC,74.96 bhp,7,Ludhiana,ST21,CT18,R5,North,Punjab,Y
1402,Maruti Ignis 1.2 AMT Alpha BSIV,2017,490000,57247,CT14,ST07,395007,Petrol,Dealer,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5,Surat,ST07,CT14,R3,West,Gujarat,Y
1403,Maruti Vitara Brezza ZDi Plus,2017,800000,52000,CT08,ST29,700053,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5,Kolkata,ST29,CT08,R2,East,West Bengal,Y
1404,Nissan Sunny XV,2011,350000,47000,CT29,ST24,632001,Petrol,Individual,Manual,Second Owner,16.95 kmpl,1498 CC,97.7 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,Y
1405,Ford Fiesta EXi 1.4 TDCi Ltd,2011,170000,80000,CT01,ST15,400001,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1399 CC,68 bhp,5,Mumbai,ST15,CT01,R3,West,Maharashtra,Y
1406,Tata Indica Vista Aqua 1.3 Quadrajet,2011,125000,85000,CT27,ST11,831001,Diesel,Individual,Manual,Second Owner,18.0 kmpl,1248 CC,75 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,Y
1407,Maruti Swift Dzire VDi,2012,400000,100000,CT01,ST15,400053,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5,Mumbai,ST15,CT01,R3,West,Maharashtra,Y
1408,Nissan Sunny XV,2011,250000,110000,CT04,ST24,641001,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,5,Coimbatore,ST24,CT04,R4,South,Tamil Nadu,Y
1409,Fiat Linea Emotion (Diesel),2010,190000,178000,CT06,ST22,302029,Diesel,Individual,Manual,Second Owner,20.4 kmpl,1248 CC,91.7 bhp,5,Jaipur,ST22,CT06,R5,North,Rajasthan,Y
1410,Maruti Alto LX,2010,125000,120000,CT08,ST29,700053,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5,Kolkata,ST29,CT08,R2,East,West Bengal,Y
1411,Jeep Compass 2.0 Limited 4X4,2017,1950000,70000,CT03,ST24,600017,Diesel,Individual,Manual,First Owner,16.3 kmpl,1956 CC,170 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,Y
1412,Audi Q5 2.0 TDI,2011,1300000,120000,CT09,ST34,110029,Diesel,Individual,Automatic,First Owner,12.8 kmpl,1968 CC,167.6 bhp,5,Delhi,ST34,CT09,R5,North,Delhi,Y
1413,Toyota Innova 2.5 G4 Diesel 8-seater,2010,786000,155000,CT24,ST13,680001,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,8,Thrissur,ST13,CT24,R4,South,Kerala,Y
1414,Maruti Wagon R VXI BS IV,2015,335000,30000,CT15,ST20,751022,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5,Bhubaneshwar,ST20,CT15,R2,East,Odisha,Y
1415,Maruti Wagon R LXI Minor,2009,114999,60000,CT16,ST23,737101,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1061 CC,67 bhp,5,Gangtok,ST23,CT16,R6,North East,Sikkim,Y
1416,Volkswagen Polo Diesel Comfortline 1.2L,2012,229999,70000,CT20,ST28,208002,Diesel,Individual,Manual,Fourth & Above Owner,22.07 kmpl,1199 CC,73.9 bhp,5,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,Y
1417,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,731000,40000,CT25,ST01,524225,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5,Nellore,ST01,CT25,R4,South,Andhra Pradesh,Y
1418,Hyundai Verna 1.6 SX,2012,395000,120000,CT09,ST34,110029,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5,Delhi,ST34,CT09,R5,North,Delhi,Y
1419,Maruti Swift Dzire VDI,2015,500000,120000,CT29,ST24,632001,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,Y
1420,Hyundai EON Era Plus,2014,220000,50000,CT03,ST24,600017,Petrol,Individual,Manual,Third Owner,21.1 kmpl,814 CC,55.2 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,Y
1421,Ford Figo Diesel Celebration Edition,2013,240000,100000,CT18,ST21,141003,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68.1 bhp,5,Ludhiana,ST21,CT18,R5,North,Punjab,Y
1422,Hyundai i20 1.4 CRDi Asta,2010,215000,120000,CT23,ST12,574142,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,Y
1423,Maruti Swift VDI,2012,400000,90000,CT07,ST13,682001,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5,Kochi,ST13,CT07,R4,South,Kerala,Y
1424,Maruti Zen Estilo VXI BSIV,2012,191000,90000,CT27,ST11,831001,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,Y
1425,Mahindra Xylo D4 BSIII,2013,351000,100000,CT14,ST07,395007,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2498 CC,112 bhp,8,Surat,ST07,CT14,R3,West,Gujarat,Y
1426,Tata Nano XTA,2015,250000,20000,CT29,ST24,632001,Petrol,Individual,Automatic,First Owner,21.9 kmpl,624 CC,37.48 bhp,4,Vellore,ST24,CT29,R4,South,Tamil Nadu,Y
1427,Hyundai Verna CRDi SX ABS,2009,210000,90000,CT27,ST11,831001,Diesel,Individual,Manual,Second Owner,18.1 kmpl,1493 CC,110 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,Y
1428,Toyota Etios VX,2011,300000,120000,CT06,ST22,302029,Petrol,Individual,Manual,Third Owner,17.6 kmpl,1496 CC,88.7 bhp,5,Jaipur,ST22,CT06,R5,North,Rajasthan,Y
1429,Ford Figo Aspire 1.5 TDCi Trend,2017,700000,35000,CT04,ST24,641001,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5,Coimbatore,ST24,CT04,R4,South,Tamil Nadu,Y
1430,Hyundai Sonata CRDi M/T,2010,500000,120000,CT25,ST01,524225,Diesel,Individual,Manual,Second Owner,11.8 kmpl,1991 CC,150 bhp,5,Nellore,ST01,CT25,R4,South,Andhra Pradesh,Y
1431,Maruti 800 AC BSIII,2002,120000,120000,CT21,ST27,248001,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4,Dehradun,ST27,CT21,R1,Central,Uttarakhand,Y
1432,Hyundai Elite i20 Asta Option Diesel,2019,850000,10000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,5,Noida,ST28,CT12,R1,Central,Uttar Pradesh,Y
1434,Honda WR-V i-DTEC VX,2017,770000,65000,CT24,ST13,680001,Diesel,Individual,Manual,Second Owner,25.5 kmpl,1498 CC,98.6 bhp,5,Thrissur,ST13,CT24,R4,South,Kerala,Y
1435,Honda Civic 1.8 S MT,2007,245000,90000,CT05,ST25,500020,Petrol,Individual,Manual,Third Owner,13.5 kmpl,1799 CC,130 bhp,5,Hyderabad,ST25,CT05,R4,South,Telangana,Y
1436,Maruti Alto K10 2010-2014 VXI,2012,250000,90000,CT01,ST15,400053,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5,Mumbai,ST15,CT01,R3,West,Maharashtra,Y
1437,Hyundai i20 Active SX Diesel,2016,651000,42323,CT11,ST07,380052,Diesel,Dealer,Manual,First Owner,21.19 kmpl,1396 CC,88.76 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,Y
1438,Honda City V MT,2013,480000,42462,CT09,ST34,110029,Petrol,Dealer,Manual,First Owner,16.8 kmpl,1497 CC,116.3 bhp,5,Delhi,ST34,CT09,R5,North,Delhi,Y
1439,Maruti Swift VDI BSIV,2015,470000,54723,CT10,ST12,560002,Diesel,Dealer,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5,Bangalore,ST12,CT10,R4,South,Karnataka,Y
1440,Honda Jazz 1.5 V i DTEC,2016,500000,30000,CT14,ST07,395007,Diesel,Individual,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,5,Surat,ST07,CT14,R3,West,Gujarat,Y
1441,BMW X1 sDrive20d M Sport,2011,1075000,42545,CT02,ST15,411043,Diesel,Dealer,Automatic,First Owner,19.62 kmpl,1998 CC,190 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,Y
1442,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000,32000,CT08,ST29,700053,Diesel,Dealer,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,5,Kolkata,ST29,CT08,R2,East,West Bengal,Y
1445,Maruti Ignis 1.2 Delta BSIV,2018,480000,20375,CT14,ST07,395007,Petrol,Dealer,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5,Surat,ST07,CT14,R3,West,Gujarat,Y
1446,Maruti Swift ZDI Plus,2013,450000,43978,CT29,ST24,632001,Diesel,Dealer,Manual,Second Owner,28.4 kmpl,1248 CC,74 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,Y
1447,Maruti Vitara Brezza VDi Option,2018,770000,50000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,Y
1448,Mahindra Bolero B4,2015,445000,40200,CT13,ST04,800002,Diesel,Dealer,Manual,First Owner,21.0 kmpl,1498 CC,74.96 bhp,7,Patna,ST04,CT13,R2,East,Bihar,Y
1449,Hyundai i20 1.2 Asta Option,2018,700000,30000,CT17,ST07,391510,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5,Vadodara,ST07,CT17,R3,West,Gujarat,Y
1450,Maruti Ertiga ZDI,2014,560000,90000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,7,Noida,ST28,CT12,R1,Central,Uttar Pradesh,Y
1451,Ford Ecosport Sports Diesel,2013,475000,48000,CT28,ST11,834001,Diesel,Dealer,Manual,Second Owner,21.7 kmpl,1498 CC,98.96 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,Y
1452,Honda Amaze E Diesel BSIV,2014,465000,27233,CT27,ST11,831001,Diesel,Dealer,Manual,First Owner,27.4 kmpl,1498 CC,98.63 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,Y
1453,Maruti Swift Dzire Tour LDI,2017,520000,28832,CT28,ST11,834001,Diesel,Dealer,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,Y
1454,Tata Manza Aura Safire,2011,225000,35000,CT25,ST01,524225,Petrol,Individual,Manual,First Owner,15.0 kmpl,1368 CC,90 bhp,5,Nellore,ST01,CT25,R4,South,Andhra Pradesh,Y
1455,Maruti Ertiga ZXI,2015,700000,35000,CT12,ST28,201301,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,7,Noida,ST28,CT12,R1,Central,Uttar Pradesh,Y
1456,Maruti Vitara Brezza VDi,2017,780000,40000,CT09,ST34,110029,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5,Delhi,ST34,CT09,R5,North,Delhi,Y
1457,Honda City 2017-2020 GXi,2006,93150,80000,CT23,ST12,574142,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,Y
1458,Mahindra Quanto C4,2016,403000,30000,CT23,ST12,574142,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,7,Mangalore,ST12,CT23,R4,South,Karnataka,Y
1459,Hyundai i10 Era,2009,229999,50000,CT01,ST15,400053,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5,Mumbai,ST15,CT01,R3,West,Maharashtra,Y
1460,Maruti Swift Dzire VDI,2016,525000,40000,CT27,ST11,831001,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,Y
1461,Maruti Ertiga VXI,2014,560000,25000,CT15,ST20,751022,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,7,Bhubaneshwar,ST20,CT15,R2,East,Odisha,Y
1462,Mahindra XUV500 W7,2020,830000,120000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,7,Indore,ST14,CT22,R1,Central,Madhya Pradesh,Y
1463,Maruti Ritz VDi,2011,250000,60000,CT23,ST12,574142,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,Y
1464,Mahindra Bolero 2011-2019 DI - AC BS III,2014,450000,110000,CT11,ST07,380052,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9,Ahmedabad,ST07,CT11,R3,West,Gujarat,Y
1465,Mahindra Scorpio 1.99 S4,2016,745000,67000,CT02,ST15,411043,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7,Pune,ST15,CT02,R3,West,Maharashtra,Y
1466,Ford Figo Diesel Titanium,2010,144000,50000,CT29,ST24,632001,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,Y
1467,Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,40000,CT16,ST23,737101,Petrol,Individual,Manual,First Owner,18.2 kmpl,1061 CC,64 bhp,5,Gangtok,ST23,CT16,R6,North East,Sikkim,Y
